word,0,1,cluster
market,-3.328411,-32.17582,10
security,-16.76885,63.019108,37
classification,-2.0386453,59.18916,101
become,26.101967,60.303825,9
right,35.759815,45.295506,77
multiple,-15.018452,43.007008,89
cell,-43.21091,1.4775496,34
measurement,8.632439,70.11416,26
literature,26.860836,9.72053,16
designed,-5.6719103,61.91716,3
rice,-45.01386,-39.771717,13
traditional,-49.2234,-53.61046,45
performed,-0.35462362,62.948353,3
waste,-58.606495,27.557545,130
motor,-37.412857,40.258183,104
taken,-1.1173787,63.937843,3
get,-2.0070984,66.77488,3
presented,4.9400296,66.35093,26
identify,5.11231,72.412224,26
practice,16.185976,36.41434,100
attitude,40.878033,26.640553,132
country,28.6721,-15.060933,62
property,-65.2723,14.264363,152
optimal,29.473116,66.54034,35
english,36.91758,4.6908445,92
digital,9.519609,38.381348,100
location,10.799982,2.8562906,112
religious,45.08451,16.248203,40
optimization,-15.364409,47.852783,43
region,29.964354,-14.108787,62
institution,17.360207,18.257862,25
price,-3.5759504,-33.27672,10
object,24.712486,0.028085899,145
same,18.54147,55.17171,46
conventional,11.338387,39.087006,100
existing,-7.023121,45.179333,120
needed,32.834812,67.258255,35
negative,60.300888,25.2056,1
line,-36.275642,44.239044,105
give,-2.1395993,66.70492,3
achievement,40.533195,24.38678,132
improvement,-9.179836,66.39345,3
element,32.9705,26.66368,38
making,7.9526367,20.20114,21
unit,-18.070967,-4.5926933,91
maximum,-12.851408,67.55438,42
converter,-38.053387,41.85847,105
world,30.427605,57.810482,9
planning,12.583105,24.971844,142
set,-7.0049024,54.760902,101
legal,49.34027,8.451091,14
body,-26.7123,-6.902133,160
survey,15.277503,-28.825197,141
our,2.3203206,62.976055,26
five,57.100143,-35.57284,93
tourism,-16.74931,-58.803707,87
action,15.857211,27.304386,142
over,30.333426,55.253803,9
tested,6.1348405,68.303635,26
dynamic,-18.104603,54.634373,43
input,-30.210436,42.7626,22
known,12.407384,58.462,46
society,49.512154,-8.550331,68
range,-27.740967,42.62645,22
scale,59.380054,39.781948,173
natural,34.240128,9.416136,92
know,5.0741973,73.018715,26
further,19.242138,39.456173,144
capacity,46.300587,0.17807168,134
interaction,34.834873,25.278679,132
general,19.702679,18.68386,25
focus,7.0232077,63.8328,26
describe,5.0105367,72.38869,26
expert,57.377518,47.700222,4
expected,6.067742,22.213001,21
active,-30.819355,23.01759,140
measured,6.7338266,68.3451,26
alternative,12.036367,42.352913,164
measure,8.47765,70.41123,26
combination,-6.4797816,59.00835,3
stock,-21.292568,-30.432804,85
selected,6.2210507,77.40668,26
variation,15.652417,69.01154,44
towards,55.800117,43.897003,4
against,57.59204,15.90107,1
step,-45.25772,8.839549,67
blood,-38.0454,-6.8917546,32
random,52.929966,-40.468277,93
internet,-16.37993,32.17557,48
protein,-56.533833,-12.549501,51
primary,-28.30131,-64.39789,87
operation,-28.572008,37.067455,104
individual,47.20111,30.414652,69
inverter,-38.085045,41.827717,105
environmental,47.379642,37.232407,173
direct,26.97974,31.81883,38
thinking,37.694546,22.205238,5
experience,42.330887,31.544224,153
sector,-7.0953994,-36.26656,174
simple,-9.543983,45.13811,120
obtain,-1.6461256,66.73078,3
small,45.15966,58.013935,65
linear,-16.666866,53.61334,43
scheme,-16.835363,49.217213,43
grade,56.68633,-30.563908,93
regulation,49.178474,8.506914,14
caused,20.521265,63.215584,44
amount,62.88279,30.091621,1
indicate,2.1656506,66.682945,26
independent,23.625767,17.167088,25
space,-22.864672,50.52295,7
hospital,-6.2737255,-50.881214,60
academic,55.79212,-19.944794,0
consumer,-1.7809385,-33.19786,10
any,37.133957,52.54751,65
income,-6.4953246,-33.919003,10
java,5.8197913,-78.24003,73
building,7.506889,25.095682,21
generation,-33.241642,37.946014,104
since,28.680908,55.363194,9
indicator,52.784073,45.3474,4
doe,39.671146,53.19093,65
developing,12.159897,26.623173,142
flow,-33.294914,26.39003,140
review,7.0947475,66.40118,26
critical,36.108803,18.18511,5
national,31.041891,-12.681949,47
consumption,-19.649302,29.59708,161
produced,-0.886457,65.98298,3
province,-1.5277947,-73.10881,75
observed,6.733483,67.95353,26
yield,-54.40357,-31.905779,57
forest,-23.157639,-54.261684,87
distance,-7.4837537,52.2811,101
lower,21.943691,72.72099,44
improved,-9.440754,66.46433,3
reduction,-14.491264,68.99211,42
text,33.66397,13.443288,92
every,67.121666,12.93503,151
pandemic,59.278652,28.587545,1
capital,0.52739054,16.47558,95
within,21.7138,52.474304,6
specie,-30.631348,-48.093315,133
comparison,4.206907,63.552555,26
improving,-9.682098,66.73627,42
antenna,-28.370981,47.18789,22
large,45.163624,57.986492,65
